name,entity_type,naics_code,address,city,state,zip,lca_filing_count,approval_count,building_score,building_flags,in_target_band,size_confidence,job_titles,review_status,first_seen,last_seen
Khyaati Soft LLC,LLC,541511,,Irving,TX,75039,26,,,[],false,low,"[""Software Engineer"", ""SR DEVOPS ENGINEER"", ""Sr. Software Engineer"", ""QA AUTOMATION SOFTWARE ENGINEER"", ""SR. SOFTWARE ENGINEER"", ""Lead QA Automation Engineer"", ""SENIOR NETWORK SPECIALIST"", ""Sr. Network Engineer(Telephony)"", ""Lead Software Engineer"", ""QA  Automation Engineer"", ""SOFTWARE ENGINEER"", ""SOFTWARE DEVELOPER""]",auto,2026-06-07,2026-06-07
QCENTRIO TECHNOLOGIES LLC,LLC,541511,,FRISCO,TX,75034,26,,,[],false,low,"[""DATA ANALYST"", ""SOFTWARE ENGINEER"", ""PROGRAMMER"", ""SOFTWARE DEVELOPER"", ""MULESOFT DEVELOPER"", ""Software Engineer"", ""Pega Developer"", ""DevOps Cloud Engineer"", ""DATA ENGINEER"", ""Data Engineer"", ""Database Administrators"", ""DevOps Programmer""]",auto,2026-06-07,2026-06-07
Tek Rubix LLC,LLC,541511,,Irving,TX,75039,26,,,[],false,low,"[""Software Engineer III"", ""Software Developer"", ""Senior Solution Specialist"", ""Software Engineer"", ""Senior Technology Manager""]",auto,2026-06-07,2026-06-07
BuzzClan LLC,LLC,541511,,Dallas,TX,75240,26,,,[],false,low,"[""Software Engineer"", ""Technical Project Manager"", ""Azure Cloud Infrastructure Engineer"", ""Computer Programmer"", ""Computer Systems Architect"", ""IT Project Manager"", ""Infrastructure Project Manager"", ""Business Analyst"", ""Principal Associate (Azure Lead)"", ""Computer Systems Analysts"", ""Technical Business Analyst"", ""Junior Cloud Administrator"", ""Data Engineer"", ""Data Analyst"", ""Director - Data Ops"", ""Senior SharePoint Developer""]",auto,2026-06-07,2026-06-07
"iAmbrosia Technologies, LLC",LLC,5415,,Leander,TX,78641,26,,,[],false,low,"[""Sr. Java Full Stack Developer"", ""Performance Tester"", ""SAP Consultant"", ""DevOps Operations & AWS Engineer"", ""Software Engineer & Big Data Analyst"", ""Tableau Consultant"", ""Automation Engineer"", ""Scrum Master & Agile Coach"", ""Sr Technical Business Analyst / Solution Architect"", ""Senior Network Engineer"", ""Techno-Functional Business Analyst"", ""Systems Analyst"", ""Technical Project Manager"", ""Business Analyst"", ""Digital Solution Consultant Senior Consultant"", ""Software Engineer"", ""Automation and DevOps Engineer"", ""Technical Business Consultant"", ""Senior Data Analyst"", ""Tableau Developer"", ""Database Developer"", ""SAP FICO Consultant""]",auto,2026-06-07,2026-06-07
Sri Data Technologies LLC,LLC,541511,,Flower Mound,TX,75022,26,,,[],false,low,"[""Software Engineer"", ""Software Developer"", ""Data Administrator"", ""DATA ANALYST/ PROGRAMMER 3"", ""ETL INFORMATICA DEVELOPER"", ""CYBER SECURITY ENGINEER"", ""SR. DATA ANALYST"", ""JAVA DEVELOPER IV"", ""Sr System Analyst""]",needs_review,2026-06-07,2026-06-07
"ILINESOFT, LLC",LLC,541511,,SUGAR LAND,TX,77479,26,,,[],false,low,"[""SOFTWARE ENGINEER"", ""SALESFORCE DEVELOPER"", ""SOFTWARE DEVELOPER"", ""MICROSOFT AZURE ADMINISTRATOR"", ""ETL DEVELOPER"", ""JAVA DEVELOPER"", ""DEVOPS ENGINEER"", ""ADVANCED SOFTWARE DEVELOPER""]",auto,2026-06-07,2026-06-07
"CEO Foundry, LLC",LLC,541511,,Plano,TX,75024,26,,,[],false,low,"[""Software Developer"", ""Systems Engineer"", ""Computer Systems Engineer"", ""Business Systems Analyst"", ""Business Intelligence Analyst"", ""DATA ANALYST"", ""Software Engineer"", ""Data Engineer""]",auto,2026-06-07,2026-06-07
PRG Solutions LLC,LLC,541511,,McKinney,TX,75070,26,,,[],false,low,"[""Java Developer"", ""SAP Basis Administrator"", ""Data Engineer"", ""Network Designer"", ""Senior Tibco Developer"", ""JAVA FULL STACK DEVELOPER"", ""Java Full Stack Developer"", ""Java Full stack Developer"", ""Software Developer""]",auto,2026-06-07,2026-06-07
N2 Cloud Tech LLC,LLC,541512,,Lake St Louis,MO,63367,26,,,[],false,low,"[""Database Administrators"", ""Lead Software Engineer"", ""Middleware Engineer"", ""Data Engineer"", ""Product Manager"", ""Software Engineer"", ""Senior Software Engineer"", ""Sustainability Specialist"", ""Platform Engineer"", ""Senior Technical Program Manager""]",auto,2026-06-07,2026-06-07
TEQBOT LLC,LLC,541511,,Dallas,TX,75240,27,,,[],false,low,"[""Sr. Software Developer"", ""Sr. Software Engineer"", ""Sr. Software Engineer (QA)"", ""Sr. Network Engineer"", ""Sr. Project Manager"", ""Sr. Java Developer"", ""Sr. Software Developer (Techno Functional)"", ""Software Developer"", ""Sr. Software Developer (Java)"", ""Sr. Developer"", ""Software Engineer"", ""Sr. Business Analyst"", ""Software Developer (DevOps)"", ""Sr. Software Engineer (JAVA)"", ""Sr. Business Analyst (Peoplesoft)"", ""Sr. Project Coordinator/Manager"", ""Technical Lead""]",auto,2026-06-07,2026-06-07
TEKSPIKE LLC,LLC,541511,,MCKINNEY,TX,75070,27,,,[],false,low,"[""Senior Software Engineer"", ""AEM DevOps Engineer"", ""Sr. Systems Analyst"", ""OutSystems Lead"", ""Linux/Devops Automation Consultant"", ""Java Developer"", ""SAP BRIM Tech Lead"", ""RPA Developer/Software Developer"", ""Senior .Net Developer"", ""Data Analyst"", ""Salesforce Consultant"", ""Senior Oracle Developer"", ""Product Manager"", ""AEM Devops Engineer"", ""SOFTWARE DEVELOPER"", ""Program Manager"", ""Cloud Services Operations Engineer"", ""Software Developer""]",auto,2026-06-07,2026-06-07
BAYLOR TECHNOLOGIES LLC,LLC,541519,,ARLINGTON,TX,76018,27,,,[],false,low,"[""DOT NET DEVELOPER"", ""PERFORMANCE AND OPTIMIZATION EXPERT"", ""SAP ERP DEVELOPER"", ""SOFTWARE DEVELOPER"", ""NETWORK ENGINEER"", ""SR. DATA ANALYST"", ""SYSTEM ANALYSTS"", ""SR. NETWORK ENGINEER"", ""SR.NETWORK ENGINEER"", ""Data Scientist""]",needs_review,2026-06-07,2026-06-07
Hyniva LLC,LLC,541511,,San Antonio,TX,78216,27,,,[],false,low,"[""Software Quality Analyst"", ""Software Engineer"", ""Senior Software Engineer"", ""Sr. Salesforce Software Engineer"", ""Business Systems Analyst"", ""Sr. Software Developer"", ""Solution Architect"", ""Data Engineer""]",auto,2026-06-07,2026-06-07
Highbrow LLC,LLC,541511,,Leander,TX,78641,27,,,[],false,low,"[""Sr. Data Architect/Cloud Data Architect"", ""Test Lead (QA/UAT/SDET)"", ""QA Automation"", ""Technical Manager"", ""QA Lead"", ""Senior Android Developer"", ""Technical Product Manager"", ""Software Developer"", ""Java Developer"", ""Technical Lead"", ""Sr. Software Engineer"", ""Senior AEM Developer"", ""Site Reliability Engineer"", ""Software Quality Assurance Analyst and Tester \u201c SDET  Lead"", ""Senior Product Manager"", ""Android Developer"", ""QA Engineer"", ""Java API Developer"", ""QA Manager"", ""SDET Lead"", ""DevOps Engineer"", ""SAS Developer"", ""Senior Engineer, Software""]",auto,2026-06-07,2026-06-07
Gainwell Technologies LLC,LLC,541511,,Irving,TX,75038,27,,,[],false,low,"[""Advisor Product Developer"", ""AWS Cloud Engineer"", ""Principal AI Engineer"", ""Senior Principal Enterprise Architect"", ""Advisor Application Engineer"", ""Senior Principal Solution Architect"", ""Principal Cloud Engineer"", ""Advisor Business Analyst - Medicaid"", ""Advisor Application Designer"", ""Senior Professional Application Designer"", ""Senior Professional Programmer Analyst"", ""Professional Application Designer"", ""Project Manager"", ""Data Science AI Engineer, Advisor"", ""AI Engineer, Principal"", ""Professional Programmer Analyst"", ""Senior Professional Test Engineer"", ""AI Engineer, Senior Principal"", ""Advisor, Project Management""]",auto,2026-06-07,2026-06-07
Inventech Solutions LLC,LLC,541511,,McKinney,TX,75070,27,,,[],false,low,"[""Software Engineer"", ""Salesforce Developer"", ""Software Development Engineer in Test"", ""SQL Developer"", ""Oracle Hcm Cloud Consultant"", ""IBM Sterling OMS Consultant""]",auto,2026-06-07,2026-06-07
ECHOSPARK TECHNOLOGIES LLC,LLC,541511,,IRVING,TX,75063,27,,,[],false,low,"[""SOFTWARE DEVELOPER"", ""JAVA/J2EE DEVELOPER"", ""COMPUTER PROGRAMMER"", ""SYSTEMS ADMINISTRATOR"", ""BIG DATA ENGINEER"", ""IT SPECIALIST-CLOUD DEVOPS"", ""QA AUTOMATION ENGINEER"", ""SOFTWARE ENGINEER"", ""Director  - Technical Sales""]",needs_review,2026-06-07,2026-06-07
PERFAWARE LLC,LLC,541511,,IRVING,TX,75062,27,,,[],false,low,"[""Associate Software Architect"", ""Senior Software Engineer"", ""Software Engineer"", ""Sr. Software Engineer"", ""Senior Systems Engineer"", ""Senior Solutions Architect"", ""Lead Technical Consultant"", ""Practice Lead - Salesforce Delivery"", ""Associate Architect"", ""Lead Software Engineer""]",auto,2026-06-07,2026-06-07
alpha software technologies llc,LLC,541511,,austin,TX,78750,27,,,[],false,low,"[""software engineer"", ""IT PROJECT MANAGER"", ""webMethods Developer"", ""Software Developer"", ""DevOps Engineer"", ""Data Engineer Analyst"", ""Salesforce Developer"", ""Devops Engineer"", ""Senior Data engineering Analyst"", ""Software Development Engineer"", ""Full Stack Developer"", ""Software Engineer"", ""Java Full Stack Developer"", ""Software Engineer- PreProd Application Support"", ""Software Engineer- Prep rod Application Support"", ""Workday Integration Architect""]",auto,2026-06-07,2026-06-07
"RS SOLUTIONS, LLC",LLC,541511,,CHESTERFIELD,MO,63005,27,,,[],false,low,"[""SENIOR AWS DEVOPS DEVELOPER"", ""VALIDATION ENGINEER"", ""PRINCIPLE SOFTWARE ENGINEER"", ""SENIOR INFORMATION SECURITY ANALYST"", ""LEAD SOFTWARE APPLICATIONS DEVELOPER"", ""AWS DevOps Engineer"", ""SENIOR BUSINESS SYSTEMS ANALYST"", ""SR. APPLICATIONS DEVELOPER"", ""DevOps Engineer"", ""SPLUNK ADMIN"", ""Business Analyst"", ""SOFTWARE ARCHITECT"", ""SR. BUSINESS ANALYST"", ""SECURITY CONSULTANT - IDENTITY MANAGEMENT (SAVIYNT)"", ""FULL STACK JAVA DEVELOPER"", ""PROCESS ENGINEER"", ""Sr. React.Js Developer"", ""BUSINESS DATA ANALYST""]",auto,2026-06-07,2026-06-07
Wisen IT America LLC,LLC,541511,,Farmers Branch,TX,75234,28,,,[],false,low,"[""Data Engineer"", ""Software Developer"", ""Software Engineer"", ""Field Test Engineer"", ""IT Project Manager"", ""Java Developer"", ""SOFTWARE ENGINEER"", "".net full stack developer"", ""Senior DevOps Engineer"", ""Management Analyst"", ""DevOps Engineer"", ""Quality Assurance Engineer"", ""Business Analyst"", ""Sr Android Developer"", ""Sr. Business Systems Analyst""]",auto,2026-06-07,2026-06-07
DATABLOOM LLC,LLC,541511,,Cedar Park,TX,78613,28,,,[],false,low,"[""Software Developer"", ""Database Administrator"", ""Systems Analyst"", ""Software Devoloper"", ""Market Research Analyst"", ""DATA ANALYST"", ""DATABASE ADMINISTRATOR"", ""Data Engineer""]",auto,2026-06-07,2026-06-07
Texara Solutions LLC,LLC,541511,,Mckinney,TX,75070,28,,,[],false,low,"[""Talend Developer"", ""Project Manager /Scrum Master"", ""RPA Developer"", ""Data Analyst"", ""SOFTWARE DEVELOPER"", ""Software Developer & Applications Solution Architect"", ""Software Developer"", ""Project Manager/Scrum master"", ""Project Manager/Scrum Master""]",auto,2026-06-07,2026-06-07
Kaizen ITech LLC,LLC,541511,,Plano,TX,75024,28,,,[],false,low,"[""Software Developer"", ""Cloud Systems Engineer"", ""Cloud Devops Engineer""]",auto,2026-06-07,2026-06-07
Comfortliv LLC,LLC,541511,,Ballwin,MO,63011,28,,,[],false,low,"[""Quality Control Microbiologist (QC Microbiologist)"", ""Business Analyst/ Systems Analysts"", ""Java Developer"", ""Mechanical Engineer"", ""QA Analyst - ETL/Database"", ""SAP Computer Systems Engineers/Architects"", ""Computer Systems Engineers/Architects"", ""Information Technology Project Manager"", ""Software Quality Assurance Analyst and Testers"", ""Computer Systems Analysts"", ""Business Intelligence Analysts"", ""Software Engineer"", ""Software Developer"", ""Computer Systems Analyst"", ""Senior Product Owner"", ""Scrum Master"", ""Technical Project Manager"", ""Software Quality Assurance Analysts and Tester"", ""Data Warehouse Analyst""]",auto,2026-06-07,2026-06-07
Agile IT Global LLC,LLC,541511,,Plano,TX,75024,29,,,[],false,low,"[""Software Developer""]",auto,2026-06-07,2026-06-07
Stream Global Solutions LLC,LLC,541511,,Austin,TX,78705,29,,,[],false,low,"[""Software Developer"", ""Software Engineer"", ""Programmer Analyst"", ""JAVA Developer (3)"", ""Software  Engineer (5)"", ""Software Engineer (6)"", ""Software Engineer (4)"", ""Software Development Engineer (2)"", ""Database Administrator (1)"", ""Software Engineer (7)"", ""JAVA Developer (5)"", ""Software Development Engineer in Test  (SDET)"", ""Software Engineer (1)"", ""JAVA Developer"", ""Software Quality Assurance Engineer  (SQA Engineer)""]",needs_review,2026-06-07,2026-06-07
Outpace LLC,LLC,541511,,IRVING,TX,75039,29,,,[],false,low,"[""Software Engineer"", ""Sr. Python Developer"", ""Security Engineer"", ""Java Developer"", ""Software Developer"", ""Data Scientist""]",auto,2026-06-07,2026-06-07
DBR DIGITAL SERVICES LLC,LLC,541511,,Dallas,TX,75115,29,,,[],false,low,"[""Software Test Engineer"", ""Sr. Software Engineer"", ""Data Analyst"", ""Software Engineer"", ""Software Quality Assurance Engineer"", ""Sr.Software Engineer ( Testing)"", ""Information Security Analyst"", ""Sr. Software Test Engineer"", ""SOFTWARE DEVELOPER""]",auto,2026-06-07,2026-06-07
"TollPlus, LLC",LLC,541511,,Carrollton,TX,75007,29,,,[],false,low,"[""Database Administrator"", ""Technical Lead"", ""Software Developer, Applications"", ""Principal Test Engineer"", ""Senior Test Engineer, O&M"", ""Software Engineer"", ""Software Developer"", ""Computer Systems Analysts"", ""Network and Computer Systems Administrators"", ""Talent Acquisition Manager"", ""Application Integration Engineer"", ""Quality Test Lead"", ""Product Development Manager - Tolling and Mobility Solutions""]",auto,2026-06-07,2026-06-07
Gratiture Solutions LLC,LLC,541511,,Frisco,TX,75035,29,,,[],false,low,"[""Senior Test Analyst"", ""QA Manager"", ""Technical Program Manager"", ""IT PROJECT MANAGER"", ""SOFTWARE ENGINEER"", ""SENIOR TEST ANALYST"", ""Software Engineer"", ""Senior Data Analyst"", ""SOFTWARE  ENGINEER"", ""Senior Software Quality Assurance Engineer""]",auto,2026-06-07,2026-06-07
"Stratitude, LLC",LLC,541511,,Irving,TX,75062,29,,,[],false,low,"[""Java Programmer"", ""Software Developer/FileNet Developer"", ""Application Support Specialist Lead - IT Operations"", ""Salesforce Admin and Developer"", ""Solution Architect"", ""Software Developer"", ""Software Development Engineer in Test"", ""IIB Developer"", ""IT Manager"", ""Datastage Developer"", ""Java Developer"", ""Sr. Software Engineer"", ""Software Systems Engineer - MQ Series"", ""Application Systems Engineer"", ""PHP Developer"", ""Software QA Tester"", ""DataStage Developer""]",auto,2026-06-07,2026-06-07
"Nueve Solutions, LLC",LLC,541511,,Austin,TX,78750,30,,,[],false,low,"[""Software Developer"", ""Software  Developer"", ""SOFTWARE DEVELOPER"", ""AZURE ARCHITECT"", ""SOFTWARE DEVELOPER IN TEST AUTOMATION"", ""QA AUTOMATION ENGINEER"", ""AZURE DEVELOPER (AZURE SYNAPSE ANALYTICS)"", ""AUTOMATION DEVELOPER"", ""SOFTWARE ENGINEER"", ""PLATFORM ENGINEER"", ""SYSTEMS ENGINEER"", ""SDET AUTOMATION /QA AUTOMATION""]",auto,2026-06-07,2026-06-07
Synaty LLC,LLC,541511,,San Antonio,TX,78217,30,,,[],false,low,"[""Software Engineer"", ""Data Engineer"", ""Data Engineer/Developer"", ""Data Analyst"", ""Systems Engineer"", ""Salesforce Developer"", ""Software Developer"", ""Data Security Engineer"", ""Developer""]",auto,2026-06-07,2026-06-07
Big Dany LLC,LLC,541511,,PLANO,TX,75075,30,,,[],false,low,"[""Software Developer"", ""Software Engineer"", ""IT Training and Development Specialist"", ""IT Market Research Specialist"", ""Technical Recruiter"", ""Systems Engineer""]",auto,2026-06-07,2026-06-07
MILLIONITSQUARE LLC,LLC,541511,,HOUSTON,TX,77002,30,,,[],false,low,"[""Design Engineer"", ""DATA SCIENTIST"", ""SOFTWARE ENGINEER"", ""Distributed Systems Engineer"", ""SOFTWARE DEVELOPER"", ""Software Developer"", ""Data Scientist"", ""QA Engineer"", ""Software Test Engineer"", ""Database Administrator"", ""Data Engineer"", ""Lead QA Engineer"", ""Active Directory Engineer"", ""QA Automation Engineer"", ""Information Security Analyst"", ""SOFTWARE PROGRAMMER""]",auto,2026-06-07,2026-06-07
Allude Global Technologies LLC,LLC,541511,,Irving,TX,75063,30,,,[],false,low,"[""Software Engineer"", ""Solution Architect"", ""Cloud Solution Architect"", ""Software Developer"", ""Computer Systems Analysts"", ""Business Systems Analyst"", ""Application Developer"", ""SOFTWARE ENGINEER"", ""Data Analyst"", ""Senior Solution Architect"", ""Senior Quality Assurance Engineer"", ""Computer Systems Analyst"", ""Computer Programmer Analyst""]",auto,2026-06-07,2026-06-07
RAM TEK Communications LLC,LLC,541511,,Dallas,TX,75234,30,,,[],false,low,"[""Senior Database Administrator"", ""Telecom Sr. Network Engineer"", ""Telecom Project Manager"", ""RF Engineer"", ""Sr. RF LTE Engineer"", ""Manager Transport Network Operations"", ""Telecommunication Engineer"", ""RF Solution Architect"", ""Business Financial Analyst"", ""RF Optimization Lead"", ""SAP Analytics Consultant"", ""DevOps Engineer"", ""Senior Engineer - Systems Reliability"", ""IP and Transmission Expert"", ""Data Center Specialist"", ""RF Design and Optimization Engineer"", ""Microsoft dynamics AX developer"", ""Network Engineer"", ""SAP Functional Consultant - FICO"", ""Senior Business Analyst / Business Analyst"", ""Technology Business Consultant"", ""RF Planning & Optimization Expert"", ""Lead Software Programmer"", ""Technical Project Delivery Expert"", ""Data Science Manager"", ""SAP Solution Architect""]",auto,2026-06-07,2026-06-07
"SPR SOFTWARE SYSTEMS, LLC",LLC,541519,,THE COLONY,TX,75056,30,,,[],false,low,"[""Software Developer"", ""Application Developer / Qlik Sense Developer"", ""Systems Engineer"", ""Application Developer"", ""Computer Systems Analysts"", ""Computer Programmer Analyst"", ""Computer Systems Analyst"", ""Application Programmer Analyst""]",auto,2026-06-07,2026-06-07
"KESTE, LLC",LLC,541511,,PLANO,TX,75093,31,,,[],false,low,"[""Senior Technical Lead"", ""Technical Lead"", ""Solution Architect"", ""Infrastructure Specialist"", ""Senior Developer"", ""Sr. Oracle Apps DBA"", ""Salesforce Consultant"", ""Sr. Software Engineer"", ""Oracle CPQ Architect"", ""Senior Software Engineer"", ""Director-Oracle Commerce Cloud"", ""Corporate Development Associate/Analyst"", ""Senior Salesforce Consultant"", ""Systems Lead DBA"", ""Solutions Architect"", ""Senior Infrastructure Specialist"", ""Director of CX Delivery"", ""Oracle EBS Technical Lead""]",auto,2026-06-07,2026-06-07
LIIMRASOFT SOLUTIONS LLC,LLC,541511,,PLANO,TX,75024,31,,,[],false,low,"[""System Engineer Expert"", ""IT Technical Engineer"", ""IT Technical Developer"", ""System Engineer"", ""IT Technical Analyst"", ""IT Business Engineer"", ""IT Functional Consultant"", ""Research and Development Engineer"", ""IT Sales Business Analyst"", ""Software System Engineer"", ""Software Systems Architect (Cloud & Embedded Systems)"", ""Software Engineer"", ""Computer Systems Analyst - SAP EWM"", ""Computer Systems Analyst \u201c SAP EWM""]",auto,2026-06-07,2026-06-07
SYSWISE LLC,LLC,541511,,Round Rock,TX,78681,31,,,[],false,low,"[""Software Developer"", ""Workday Analyst"", ""SR. SharePoint Administrator"", ""Computer Systems Analyst"", ""Sr. Technical Architect"", ""SR Software Developer/Programmer"", ""Solution Lead - Integrations"", ""Health Informatics Specialists"", ""Programmer"", ""Computer systems Administrator"", ""Senior Reliability Engineer"", ""Java Computer Programmer"", ""Q A Aanalyst"", ""QA Analyst""]",auto,2026-06-07,2026-06-07
Forcepoint LLC,LLC,541511,,Austin,TX,78759,31,,,[],false,low,"[""Principal Frontend Manager"", ""Software Engineer"", ""Senior Performance Engineer"", ""Software Engineer (Performance Engineer)"", ""Performance Engineer"", ""Senior Technical Support Engineer"", ""Principal Engineering Manager"", ""Senior Software Engineer"", ""Sr. Product Marketing Manager"", ""Product Manager III"", ""Frontend Engineer"", ""DevOps Engineer"", ""Sr. Software Development Engineer"", ""Sr. Software Engineer"", ""Sr. Manager, Software Engineer"", ""DevOps Engineer II"", ""Team Lead, Full Stack Software Engineering"", ""Software Eng II"", ""Software Engineer I"", ""Software Development Engineer"", ""Senior Manager, Software Engineering"", ""Principal Software Engineer""]",auto,2026-06-07,2026-06-07
"AI RandomTrees, LLC",LLC,541511,,Houston,TX,77065,31,,,[],false,low,"[""AI/ML Engineer"", ""Application Development Manager"", ""Senior IOS Developer"", ""SOFTWARE DEVELOPER"", ""Senior Software Developer"", ""Sr .NET DEVELOPER"", ""Enterprise Lead Systems Analyst Advisor"", ""Splunk Cloud Developer"", ""Lead Architect"", ""Software Engineer"", ""Data Engineer"", ""Senior Data Engineer"", ""Senior Data engineer"", ""Business Data Analyst"", ""Data Analyst"", ""IT PROJECT MANAGER"", ""PROJECT MANAGER"", ""Snowflake Developer"", ""Principal Solution Consultant"", ""Custom Software Engineering Manager""]",auto,2026-06-07,2026-06-07
VAVERA LLC,LLC,541511,,Irving,TX,75062,31,,,[],false,low,"[""Software Engineer"", ""Software Developer"", ""Salesforce Developer"", ""Java Developer"", ""Project Manager"", ""Lead Software Developer"", ""Data Scientist"", ""Software Quality Analyst"", ""TECHNICAL PRODUCT ANALYST"", ""Security Analyst"", ""Business Analyst"", ""SOFTWARE DEVELOPER"", ""DevOps Engineer"", ""DEVOPS ENGINEER"", ""Full Stack Java Developer"", ""Frontend Developer"", ""Statistical Programmer"", ""Product Developer (Java)"", ""Digital Cloud Engineer"", ""Application Support Engineer"", ""Software Test Engineer"", ""Quality Assurance Engineer"", ""UI Engineer"", ""Cloud Engineer""]",auto,2026-06-07,2026-06-07
EXSTITI LLC,LLC,541511,,Round Rock,TX,78664,31,,,[],false,low,"[""Software Developer"", ""Software Engineer"", ""Business Analyst""]",auto,2026-06-07,2026-06-07
"TechAspect Solutions, LLC",LLC,541511,,Irving,TX,75063,31,,,[],false,low,"[""Senior Software Engineer"", ""SENIOR SOFTWARE ENGINEER"", ""Technical Lead"", ""Technical Architect"", ""Principal Analyst - Digital Strategy"", ""Associate Manager"", ""Director"", ""Senior Business Analyst""]",auto,2026-06-07,2026-06-07
BRIDGE FLAIR LLC,LLC,541511,,Irving,TX,75061,31,,,[],false,low,"[""App Remediation Specialist"", ""DevOps Engineer"", ""Senior Python Developer"", ""Frontend Developer"", ""Java FullStack Developer"", ""DevOps(GKE) Engineer"", ""Java Full Stack Developer"", ""GENESYS DEVELOPER"", ""Systems Engineer"", ""IT Operations Director"", ""Java Developer"", ""Application Packaging/MECM Enigneer"", ""Sr DevOps Engineer"", ""IT Specialist"", ""Network Security Engineer"", ""Endpoint Security and Application Deployment Engineer"", ""SQL Server Database Administrator"", ""Systems Analyst""]",auto,2026-06-07,2026-06-07
PROGRAMSOFT LLC,LLC,541511,,PLANO,TX,75074,32,,,[],false,low,"[""Senior Web Engineer"", ""Senior Web Developer"", ""Sr. Quality Analyst"", ""Data Scientist"", ""Senior Data Engineer"", ""Senior ABAP Consultant"", ""Senior DevOps Engineer"", ""Senior Database Administrator"", ""Integration Specialist"", ""System Software Programmer - Consultant"", ""Network Engineer - Project Lead"", ""Senior Software Engineer"", ""Information Security Engineer"", ""Data Architect"", ""Systems Analyst"", ""Computer Systems Engineer"", ""Oracle EBS Functional Consultant"", ""Business Analyst \u2013 Advanced"", ""Oracle Cloud Financials Functional Lead"", ""Business Analyst"", ""Lab Technician - Network Security QA"", ""Senior Security Engineer""]",auto,2026-06-07,2026-06-07
TECHMETRO LLC,LLC,541511,,PLANO,TX,75074,32,,,[],false,low,"[""SOFTWARE DEVELOPER"", ""CIVIL ENGINEER"", ""QUALITY ASSURANCE ENGINEER"", ""FULL STACK DEVELOPER"", ""Software Developer"", ""Senior Cyber GRC Analyst"", ""Java Developer"", ""QA ENGINEER"", ""Functional Consultant"", ""Network Engineer"", ""Embedded Software Engineer"", ""SALESFORCE DEVELOPER"", ""IOS Developer"", ""Data Analyst"", ""Computer System Analyst"", ""Software Engineer"", ""IT Infrastructure Analyst"", ""Test Engineer"", ""Computer Systems Analyst"", ""Project Management Specialist""]",auto,2026-06-07,2026-06-07
Code9 LLC,LLC,541511,,MCKINNEY,TX,75070,32,,,[],false,low,"[""SOFTWARE DEVELOPER"", ""Database Administrators"", ""Database Administrator"", ""SOFTWARE QUALITY ANALYST AND TESTER"", ""SOFTWARE QUALITY ANALYSTS AND TESTERS"", ""Software Developer""]",auto,2026-06-07,2026-06-07
"TEK CONTENT, LLC.",LLC,541511,,KATY,TX,77494,32,,,[],false,low,"[""ORACLE SOFTWARE ENGINEER"", "".NET DEVELOPER"", ""SALESFORCE DEVELOPER"", ""JAVA DEVELOPER"", ""CLOUD INFRASTRUCTURE ENGINEER"", ""BUSINESS ANALYST"", ""ORACLE SOFTWARE ANALYST"", ""NETWORK ENGINEER"", ""BI ANALYST"", ""PROGRAMMER ANALYST"", ""SAP BODS CONSULTANT"", ""ADVANCED SOFTWARE DEVELOPER"", ""INFORMATION SECURITY ANALYST"", ""ORACLE DEVELOPER""]",auto,2026-06-07,2026-06-07
"Siri Data Analytics, LLC.",LLC,541511,,FRISCO,TX,75034,32,,,[],false,low,"[""Software Developer"", ""Database Administrator"", ""Data Engineer"", ""Java Developer"", ""Information Security Analyst"", ""Senior Software Developer"", ""Sr. Plant Engineer"", ""Senior Automation Engineer"", ""Agile Project Manager"", ""Senior PhD Consultant""]",auto,2026-06-07,2026-06-07
CLOUD9TECH LLC,LLC,541511,,Plano,TX,75024,32,,,[],false,low,"["".NET Developer"", ""PERFORMANCE ENGINEER"", ""MULSOFT DEVELOPER"", ""Software Developer, Applications"", ""SOFTWARE ENGINEER"", ""SOFTWARE DEVELOPER"", ""Software Engineer"", ""Lead Business Analyst"", ""DevOps Engineer"", ""Sr. Software Engineer"", ""ETL Abinitio Developer"", ""Pega Developer"", ""Devops Engineer"", ""Quality Assurance (QA) Engineer"", ""SR.DATA ENGINEER"", ""Data Engineer"", ""Lead DevOps Engineer"", ""Sr. Network Engineer"", ""Release & QE Test Management Consultant"", ""Network Engineer""]",auto,2026-06-07,2026-06-07
Octahedron LLC,LLC,541511,,Plano,TX,75024,32,,,[],false,low,"[""SOFTWARE DATA ANALYST AND MANAGEMENT"", ""Software Quality Assurance Engineer"", ""QA Engineer"", ""Software Engineer"", ""Software Developer : JAVA"", ""Software Engineer : Devops Automation Engineer"", ""Software Data Analyst and Management"", ""Software Engineer - UI"", ""Software Developer - Front End Developer"", ""Project Manager"", ""Software Engineer : Data Analytics"", ""IT Business Analyst"", ""Software Engineer : ETL"", ""Software Developer: Java"", ""Software Computer System Architect""]",auto,2026-06-07,2026-06-07
