name,entity_type,city,state,zip,naics_code,lca_filing_count,in_target_band,size_confidence,review_status
KUNDANA SOLUTIONS LLC.,LLC,ALLEN,TX,75013,541511,4,true,low,auto
"Koder Labs, LLC",LLC,Soutlake,TX,76092,541511,4,true,low,auto
Krizmic LLC,LLC,Austin,TX,78731,541511,4,true,low,auto
Laniakea Companies LLC,LLC,Farmers Branch,TX,75234,541511,4,true,low,auto
Leading Edge Solutions LLC,LLC,The Colony,TX,75056,541511,4,true,low,auto
"Leverture, LLC",LLC,Decatur,TX,76234,541512,4,true,low,auto
LimeIQ LLC,LLC,Dallas,TX,75251,518210,4,true,low,auto
Lion Skills LLC,LLC,RICHARDSON,TX,75080,541511,4,true,low,auto
Mahika Info LLC,LLC,Houston,TX,77077,541511,4,true,low,auto
Master CVV Technologies LLC,LLC,Prosper,TX,75078,541512,4,true,low,auto
NEO Techstaff LLC,LLC,Irving,TX,75062,541511,4,true,low,auto
Nexus Cognitive Technologies LLC,LLC,Addison,TX,75001,541511,4,true,low,auto
"NorthStar Guru, LLC.",LLC,DALLAS,TX,75244,541511,4,true,low,auto
Ooloo Group LLC,LLC,Richmond,TX,77406,541511,4,true,low,auto
PEOPLESOFT TECH LLC,LLC,LEANDER,TX,78641,541511,4,true,low,auto
PLANET9TEK LLC,LLC,FRISCO,TX,75035,541511,4,true,low,auto
PLV INFO GENIUS LLC,LLC,FRISCO,TX,75035,541511,4,true,low,auto
PR Square Techstaff LLC,LLC,Justin,TX,76247,541511,4,true,low,auto
PROFESSIONAL TECHNOLGY SERVICES LLC,LLC,ALLEN,TX,75013,541511,4,true,low,auto
Paalar LLC,LLC,Frisco,TX,75036,541511,4,true,low,auto
Pennycoder LLC,LLC,Irving,TX,75039,541511,4,true,low,auto
Petty Karma Interactive LLC,LLC,Austin,TX,78702,511210,4,true,low,auto
"Phoenix Infrastructure, LLC",LLC,Fort Worth,TX,76155,518210,4,true,low,auto
Pragmatech LLC,LLC,The Colony,TX,75056,541511,4,true,low,auto
"Precocity, LLC",LLC,Dallas,TX,75254,541511,4,true,low,auto
"Projekt202, LLC",LLC,Dallas,TX,75254,511210,4,true,low,auto
Prosper Path LLC,LLC,Little Elm,TX,75068,541511,4,true,low,auto
S TEKWIZARDS LLC,LLC,FARMERS BRANCH,TX,75234,541511,4,true,low,auto
SKYOVI LLC,LLC,Allen,TX,75013,541511,4,true,low,auto
"SQL Brains, LLC",LLC,Frisco,TX,75034,541511,4,true,low,auto
"STRAVISO, LLC",LLC,Frisco,TX,75034,541511,4,true,low,auto
SYSINTELLECTS LLC,LLC,Plano,TX,75074,513210,4,true,low,auto
"Safekick Americas, LLC",LLC,Katy,TX,77449,541511,4,true,low,auto
Sakesh Solutions LLC,LLC,Sugar Land,TX,77479,541511,4,true,low,auto
Synnefo Solutions LLC,LLC,Grapevine,TX,76051,541511,4,true,low,auto
TECHLADDER LLC,LLC,Houston,TX,77064,541511,4,true,low,auto
TEK AMPLIFY LLC,LLC,Hutto,TX,78634,541511,4,true,low,auto
"TEXAS FSG, LLC",LLC,SOUTH HOUSTON,TX,77587,541512,4,true,low,auto
"TOADFLY TECHNOLOGIES, LLC",LLC,Houston,TX,77034,541512,4,true,low,auto
"TechBridge Partners, LLC.",LLC,Houston,TX,77036,541512,4,true,low,auto
Technoflair Solutions LLC,LLC,Farmers Branch,TX,75234,541511,4,true,low,auto
"Techwhiz Solutions, LLC",LLC,Dallas,TX,75235,541511,4,true,low,auto
Tek Geeks LLC,LLC,Argyle,TX,76226,54151,4,true,low,auto
TekOhana LLC,LLC,Farmers Branch,TX,75234,541511,4,true,low,auto
Turnitin LLC,LLC,Addison,TX,75001,541511,4,true,low,auto
"Tyche Softech, LLC",LLC,Prosper,TX,75078,541511,4,true,low,auto
VASHIPRA LLC,LLC,FULSHEAR,TX,77441,541511,4,true,low,auto
VS Software LLC,LLC,Frisco,TX,75035,541511,4,true,low,auto
WIN Reality LLC,LLC,Austin,TX,78730,541511,4,true,low,auto
Wavelabs US LLC,LLC,Dallas,TX,75201,541511,4,true,low,auto
"ZenQ, LLC.",LLC,Dallas,TX,75244,541511,4,true,low,auto
Zenith Cloud LLC,LLC,Irving,TX,75063,541511,4,true,low,auto
cPanel LLC,LLC,Houston,TX,77092,541511,4,true,low,auto
"eDriving, LLC",LLC,Westlake,TX,76262,541511,4,true,low,auto
"ABACUS TECHNICAL SERVICES, LLC",LLC,PLANO,TX,75093,541512,5,true,low,auto
ACEABLE IT LLC,LLC,LEANDER,TX,78641,541511,5,true,low,auto
AGATI SYSTEMS LLC,LLC,FRISCO,TX,75034,541511,5,true,low,auto
AMSYS Innovative Solutions LLC,LLC,Houston,TX,77074,541511,5,true,low,auto
ANNA GLOBAL TECHNOLOGIES LLC,LLC,PLANO,TX,75093,541511,5,true,low,auto
AR Val Services LLC,LLC,Allen,TX,75013,541511,5,true,low,auto
ASA Techsol LLC,LLC,Dallas,TX,75243,541511,5,true,low,auto
ASPIREDATA LLC,LLC,PLANO,TX,75024,541511,5,true,low,auto
Ayra Tech LLC,LLC,Allen,TX,75013,541511,5,true,low,needs_review
BIORBIT LLC,LLC,Lewisville,TX,75056,541511,5,true,low,auto
Byte Solutions LLC,LLC,IRVING,TX,75039,541511,5,true,low,needs_review
CUBICOID SOLUTIONS LLC,LLC,Cypress,TX,77433,541511,5,true,low,auto
Cavnorise Technologies LLC,LLC,Dallas,TX,75244,541511,5,true,low,auto
"Cognax Tech, LLC",LLC,Frisco,TX,75033,541512,5,true,low,auto
DATAVERN LLC,LLC,FARMERS BRANCH,TX,75234,541511,5,true,low,auto
"DataLoopz, LLC",LLC,Houston,TX,77057,541511,5,true,low,auto
Dynamic Tek LLC,LLC,irving,TX,75062,541511,5,true,low,needs_review
Emerge IT Solutions LLC,LLC,Frisco,TX,75035,541511,5,true,low,auto
"Enuit, LLC",LLC,Houston,TX,77002,541511,5,true,low,auto
INFOGAMA LLC,LLC,The Colony,TX,75056,541511,5,true,low,auto
INNOVATIVE SCHEDULING LLC,LLC,Dallas,TX,75019,541511,5,true,low,auto
ITEKSYSTEM LLC,LLC,Farmers Branch,TX,75234,541511,5,true,low,auto
ITTDIGITAL LLC.,LLC,AUSTIN,TX,78702,541511,5,true,low,auto
InfoRight Solutions LLC,LLC,Frisco,TX,75036,541511,5,true,low,auto
"JDCQ SOLUTIONS, LLC",LLC,ADDISON,TX,75001,511210,5,true,low,auto
KNOVIQITSOLUTIONS LLC.,LLC,MAGNOLIA,TX,77354,541511,5,true,low,auto
"Khoros, LLC",LLC,Austin,TX,78730,541511,5,true,low,auto
"Milestone Technologies, LLC.",LLC,Dallas,TX,75244,54151,5,true,low,auto
NEURALSYS TEK LLC,LLC,HOUSTON,TX,77074,541511,5,true,low,auto
NEXTGEN IT LABS LLC,LLC,Houston,TX,77079,541511,5,true,low,auto
OPTTECH LLC,LLC,Richardson,TX,75080,541511,5,true,low,auto
"Orbitpeople, LLC",LLC,Austin,TX,78732,541511,5,true,low,auto
"P97 Networks, LLC",LLC,Houston,TX,77042,511210,5,true,low,auto
PEBAL BRIGHT TECHNOLOGIES LLC,LLC,CEDAR PARK,TX,78613,541519,5,true,low,auto
PROTECHERS LLC.,LLC,HOUSTON,TX,77036,541511,5,true,low,auto
PURVI TECHNOLOGIES LLC.,LLC,Lewisville,TX,75056,541511,5,true,low,auto
"Predactica, LLC",LLC,Plano,TX,75093,541511,5,true,low,auto
Qubitsys LLC,LLC,Dallas,TX,75243,541511,5,true,low,auto
Quisitive LLC,LLC,Irving,TX,75038,541511,5,true,low,auto
"Rarefied Atmosphere, LLC",LLC,Austin,TX,78701,518210,5,true,low,auto
ReferralPoint LLC,LLC,Irving,TX,75039,541511,5,true,low,auto
Rifluxyss Softwares LLC,LLC,Irving,TX,75063,541519,5,true,low,auto
SPRINT ZONE TECH LLC,LLC,Cedar Park,TX,78613,541511,5,true,low,auto
SS Business Services LLC,LLC,Houston,TX,77043,541511,5,true,low,auto
Srisys LLC,LLC,Irving,TX,75039,541511,5,true,low,auto
Suprha Svc LLC,LLC,Frisco,TX,75034,54151,5,true,low,auto
TECH SPAN LLC,LLC,Plano,TX,75024,541511,5,true,low,auto
Tech Era LLC,LLC,Irving,TX,75063,541511,5,true,low,auto
Tectonicx LLC,LLC,Addison,TX,75001,541511,5,true,low,auto
"Universal Conversion Technologies I, LLC",LLC,Grapevine,TX,76051,541512,5,true,low,auto
V SHARP LLC,LLC,Addison,TX,75001,541511,5,true,low,auto
"Virtual Integrated Analytics Solutions, LLC",LLC,Houston,TX,77084,518210,5,true,low,auto
WORLDWIDE LOGICS LLC,LLC,COPPELL,TX,75019,541511,5,true,low,auto
"West Advanced Solutions, LLC",LLC,Houston,TX,77008,511210,5,true,low,auto
eTron Digital LLC,LLC,Southlake,TX,76092,541511,5,true,low,needs_review
iMiDiA LLC,LLC,Cypress,TX,77433,518210,5,true,low,auto
ACCLENCE LLC,LLC,PROSPER,TX,75078,541511,6,true,low,auto
Acentrik Technology Solutions LLC,LLC,Irving,TX,75063,541511,6,true,low,auto
Amniscient LLC,LLC,Houston,TX,77068,541511,6,true,low,auto
Arche Resources LLC,LLC,Farmers Branch,TX,75244,541511,6,true,low,auto
"Audiencent, LLC",LLC,Dallas,TX,75247,54151,6,true,low,auto
CAREER CONNECT TECHNOLOGIES LLC,LLC,Houston,TX,77057,541511,6,true,low,auto
CLAPPONE LLC,LLC,Addison,TX,75001,541511,6,true,low,auto
"CONTENTACTIVE, LLC",LLC,HOUSTON,TX,77064,541511,6,true,low,auto
CROSS SENSE ANALYTICS LLC,LLC,LEWISVILLE,TX,75057,541511,6,true,low,auto
Chetana Soft LLC,LLC,HOUSTON,TX,77063,541511,6,true,low,auto
Cirrus Solutions LLC,LLC,Katy,TX,77494,541511,6,true,low,auto
"CloudRan Communication, LLC.",LLC,Dallas,TX,75234,541511,6,true,low,auto
DA2Technologies LLC,LLC,Dallas,TX,75243,541511,6,true,low,auto
"DallasTek Software Solutions, LLC.",LLC,McKinney,TX,75070,541511,6,true,low,auto
"Delaware North America, LLC",LLC,Dallas,TX,75218,541519,6,true,low,auto
Drift Tech LLC,LLC,Celina,TX,75009,541511,6,true,low,auto
ERP STEP LLC,LLC,Plano,TX,75074,541512,6,true,low,auto
"Epiphany Industrial Technologies, LLC",LLC,San Antonio,TX,78222,541512,6,true,low,auto
"Frisco Analytics, LLC",LLC,Austin,TX,78758,541511,6,true,low,auto
Gigsoft Labs LLC,LLC,Austin,TX,78759,541511,6,true,low,auto
HAANTECH LLC,LLC,Southlake,TX,76092,54151,6,true,low,auto
INNOCITO TECHNOLOGIES LLC,LLC,Irving,TX,75062,541511,6,true,low,needs_review
ITFluence LLC,LLC,McKinney,TX,75070,541511,6,true,low,auto
Idealforce LLC,LLC,Austin,TX,78750,541511,6,true,low,auto
Infosys Nova Holdings LLC,LLC,Richardson,TX,75082,541511,6,true,low,auto
Insightary LLC,LLC,Plano,TX,75093,541511,6,true,low,auto
KENFILL TECHNO SOLUTIONS LLC.,LLC,DALLAS,TX,75247,541511,6,true,low,auto
"Keste, LLC d.b.a. ArganoKeste",LLC,Plano,TX,75093,541512,6,true,low,needs_review
MAADHU GLOBAL BUSINESS SOLUTIONS LLC.,LLC,SUGAR LAND,TX,77478,541511,6,true,low,auto
Maxwell Tech Systems LLC,LLC,Dallas,TX,75252,541511,6,true,low,auto
OpenKyber LLC,LLC,Round Rock,TX,78681,541512,6,true,low,auto
PHASORSOFT GROUP LLC,LLC,LEANDER,TX,78641,541511,6,true,low,auto
"Royal Monarch Solutions, LLC",LLC,Irving,TX,75038,541511,6,true,low,auto
SASS Service LLC,LLC,Austin,TX,78728,541511,6,true,low,needs_review
"SILVERLINE TECHNOLOGIES OF AMERICA, LLC",LLC,RICHARDSON,TX,75081,541511,6,true,low,auto
"SPIN Analytics and Strategy, LLC",LLC,Conroe,TX,77301,541511,6,true,low,auto
SRK IT GROUP LLC,LLC,Lewisville,TX,75067,541511,6,true,low,auto
"SV Evolutions, LLC",LLC,Frisco,TX,75036,541511,6,true,low,auto
Seventhgeneration Technologies LLC,LLC,Argyle,TX,76226,541511,6,true,low,needs_review
SmartStart Systems LLC,LLC,Cypress,TX,77429,541512,6,true,low,auto
Spinakr Solutions LLC,LLC,Dallas,TX,75202,541511,6,true,low,auto
TEK FYNDER LLC,LLC,Plano,TX,75074,541511,6,true,low,auto
"TSI USA, LLC",LLC,Dallas,TX,75231,541511,6,true,low,needs_review
"The WIMR Group, LLC",LLC,Dallas,TX,75226,541512,6,true,low,auto
Tire Profiles LLC,LLC,Irving,TX,75038,541511,6,true,low,auto
Twilnet LLC,LLC,Frisco,TX,75034,541519,6,true,low,auto
United Cloud Technologies LLC,LLC,Lewisville,TX,75056,541511,6,true,low,auto
Utilipal LLC,LLC,Irving,TX,75038,541511,6,true,low,auto
VSTRS LLC dba Tek Global,LLC,Cypress,TX,77429,54151,6,true,low,auto
Vintek LLC,LLC,Prosper,TX,75078,541511,6,true,low,auto
Vivi LLC,LLC,Houston,TX,77080,541511,6,true,low,auto
Wawasan LLC,LLC,Katy,TX,77494,541511,6,true,low,auto
"eComchain, LLC",LLC,Frisco,TX,75035,541511,6,true,low,auto
eVerge Group LLC,LLC,Lewisville,TX,75067,541512,6,true,low,auto
